,id,output
1259,1363,"[ 0.50144255 -0.00771249 -1.1709936  -0.71113014  0.33212912  1.1187692
  0.41876498  0.2743664   0.26911044 -0.4020531  -1.2024908   0.01457882
  0.6025178   0.8644723   0.26897442  0.51713043 -0.8485944   0.19002862
  0.4861455   0.86181015]"
1260,275,"[ 1.0972251   0.56566507 -2.0166595  -1.4142637   0.94164413  1.8971735
  0.07922782  0.5471652   0.45923305 -0.7171535  -1.9009701  -0.70189524
  1.3385072   1.1595241   0.9334416   0.24964407 -1.2097001   0.02812172
  1.3714428   1.2379884 ]"
1261,2287,"[ 0.84671223  0.3018871  -1.5476772  -1.0919226   0.6089983   1.5014305
  0.2046496   0.38014093  0.3926276  -0.50149196 -1.5182085  -0.3607641
  0.9593959   1.0554783   0.60974634  0.33840835 -1.0045341   0.08542965
  0.9688261   1.0357713 ]"
1262,1781,"[ 0.16725948 -0.14268968 -0.54188806 -0.20867664  0.03281312  0.42365757
  0.4827372   0.20932475  0.13023736 -0.09567593 -0.53776425  0.3274233
  0.09894663  0.60881865  0.03768937  0.45775282 -0.52975214  0.29005617
  0.01584324  0.5638889 ]"
1263,1065,"[-0.06640907 -0.34735233 -0.13906491  0.09051752 -0.27964833 -0.01968806
  0.5296524   0.01391196  0.03322432  0.02748125 -0.18025279  0.5419562
 -0.21478003  0.3614474  -0.23144595  0.4821495  -0.32474118  0.35654795
 -0.33303022  0.3247712 ]"
1264,204,"[ 0.35429367 -0.03058798 -0.7770529  -0.42918164  0.18751669  0.62901753
  0.35312715  0.22651944  0.21474157 -0.18497792 -0.74143463  0.15468872
  0.29721582  0.6803284   0.18664423  0.3983571  -0.6330855   0.26575354
  0.25244996  0.6639122 ]"
1265,1650,"[-0.14698377 -0.41837487 -0.11941636  0.16453615 -0.35283157  0.12643035
  0.59356123 -0.07573375 -0.00198748  0.00782797 -0.24452874  0.5759472
 -0.25890994  0.37629578 -0.35500392  0.54038113 -0.23352107  0.2922265
 -0.39827934  0.25843585]"
1266,2466,"[ 0.29034716 -0.04071498 -0.7513182  -0.4218651   0.1467514   0.73462677
  0.3078794   0.15828478  0.2001378  -0.30253837 -0.79984736  0.04990871
  0.3387563   0.5744042   0.10951051  0.38297874 -0.58574915  0.09071053
  0.26263085  0.53556055]"
1267,2331,"[ 0.59450614  0.19534434 -1.1259159  -0.76264215  0.43630457  1.0779352
  0.16845183  0.29895326  0.30495417 -0.4361331  -1.0957997  -0.23888081
  0.67757463  0.7418311   0.42844385  0.27208325 -0.7748501   0.06487135
  0.67185557  0.7483854 ]"
1268,400,"[ 0.55275506  0.29578957 -1.0166615  -0.7175279   0.48577747  1.0026631
 -0.0376392   0.2855217   0.30527246 -0.4479327  -0.977149   -0.43165535
  0.70525646  0.50592905  0.51027703  0.0833372  -0.6380489  -0.11195169
  0.7250653   0.5860957 ]"
1269,2355,"[ 0.52061224  0.14469007 -0.9034745  -0.63685435  0.33175096  0.7814626
  0.14073336  0.24197787  0.292607   -0.28607884 -0.8564969  -0.12991184
  0.5084827   0.6239299   0.36969557  0.21014301 -0.6765045   0.08661214
  0.50725996  0.7106993 ]"
1270,1549,"[ 0.64944404  0.2860663  -1.1844658  -0.8310636   0.572089    1.077864
  0.06875065  0.37971535  0.33896944 -0.43350682 -1.1178334  -0.3376211
  0.7506073   0.71561563  0.5613796   0.17136009 -0.7830681   0.01122618
  0.76723367  0.7782262 ]"
1271,886,"[ 0.67085755  0.2107186  -1.2764862  -0.86238843  0.50912625  1.144418
  0.23362531  0.36586142  0.30187535 -0.3938303  -1.194068   -0.19794117
  0.7318576   0.8699776   0.47495887  0.30523083 -0.87302125  0.15213583
  0.7271697   0.90138364]"
1272,340,"[ 0.6401616   0.22968766 -1.2478057  -0.8395648   0.54349434  1.147805
  0.20758647  0.3861568   0.31863305 -0.40494195 -1.1938779  -0.23573127
  0.75244915  0.8475394   0.4918644   0.30894148 -0.8590768   0.11871807
  0.72618026  0.852022  ]"
1273,1968,"[ 0.8618843   0.3741993  -1.6236473  -1.13623     0.764846    1.5942597
  0.12994358  0.48113135  0.44040197 -0.6193877  -1.6445404  -0.48676646
  1.0710057   1.0022067   0.69496715  0.30436993 -1.0391257  -0.0072427
  1.0466578   1.0381438 ]"
1274,1846,"[ 0.127079   -0.01259502 -0.42893878 -0.20411906  0.0981863   0.46492985
  0.15957084  0.11083255  0.11108736 -0.16418213 -0.41674998 -0.02789996
  0.19039829  0.31075406  0.09693465  0.1655902  -0.28157517  0.00694043
  0.17029233  0.23906222]"
1275,2244,"[ 0.48954827  0.11216655 -0.94126844 -0.57907987  0.3619614   0.8145194
  0.20270328  0.29070503  0.28164706 -0.37440342 -0.9422532  -0.12450582
  0.5419524   0.62548625  0.37034112  0.30687425 -0.72842646  0.08784243
  0.47025886  0.6854326 ]"
1276,361,"[ 1.1104674   0.7433206  -1.8575118  -1.3779645   1.1138104   1.7481691
 -0.27334562  0.6217082   0.54187834 -0.77777094 -1.7031438  -1.0087715
  1.398841    0.8491783   1.1197945  -0.04571177 -1.0889949  -0.2495004
  1.5177554   1.0127653 ]"
1277,3,"[ 0.6443558   0.15439747 -1.3081865  -0.8719554   0.495117    1.2395428
  0.30579978  0.36723572  0.35236287 -0.44529837 -1.3142704  -0.16756181
  0.7572967   0.90734434  0.4123708   0.431305   -0.90654445  0.12263897
  0.68467003  0.92579883]"
1278,2150,"[ 0.8511341   0.4367138  -1.6180056  -1.1090517   0.77615327  1.5591677
  0.05516335  0.45992112  0.40522763 -0.62676805 -1.5338798  -0.55826837
  1.0850712   0.93256694  0.72596025  0.20629211 -0.9965099  -0.01879455
  1.0855296   0.93458474]"
1279,1067,"[ 0.98438317  0.56108063 -1.7531385  -1.2548299   0.94966245  1.6793034
 -0.07272161  0.55797637  0.4894349  -0.6930738  -1.6550921  -0.7311148
  1.2310481   0.9652913   0.9099191   0.12184937 -1.0823239  -0.11361685
  1.2743763   1.0412921 ]"
1280,98,"[ 1.83273450e-01 -1.73163682e-01 -6.75108790e-01 -2.85131067e-01
  7.37021863e-02  6.24427676e-01  5.01818597e-01  1.67570055e-01
  1.65076718e-01 -2.36358926e-01 -7.35329509e-01  2.75610805e-01
  2.29980767e-01  6.62337065e-01 -6.79874793e-05  5.38200319e-01
 -6.04974508e-01  2.28111699e-01  1.02650955e-01  5.84128857e-01]"
1281,345,"[ 0.4970474  -0.0318772  -1.187067   -0.7107213   0.2788897   1.2239311
  0.47366145  0.24136823  0.2876516  -0.39166206 -1.2852777   0.04758589
  0.583598    0.97309554  0.20431755  0.577452   -0.84568614  0.17139837
  0.47715268  0.8825211 ]"
1282,1481,"[ 0.5617621   0.11460801 -1.1535497  -0.7606661   0.39096257  1.1166878
  0.28392     0.27566049  0.29244688 -0.3946518  -1.16739    -0.11945489
  0.653539    0.83746666  0.3498091   0.37062186 -0.7917024   0.12260173
  0.59535867  0.8226623 ]"
1283,739,"[ 0.85597223  0.33218953 -1.6487428  -1.1209614   0.65973145  1.6178507
  0.23098733  0.4223573   0.39332572 -0.57261133 -1.6172053  -0.39156005
  1.0082428   1.0893043   0.6237158   0.3558164  -1.046688    0.07522227
  1.0076678   1.0681379 ]"
1284,1898,"[ 0.52612084  0.06391024 -1.0884395  -0.70899045  0.31753114  1.025035
  0.3471005   0.29116362  0.28872645 -0.3370731  -1.1158222  -0.02646165
  0.57046884  0.83540714  0.32722145  0.41897598 -0.7791427   0.17792119
  0.5176213   0.82128984]"
1285,2135,"[ 1.0623914   0.5561392  -1.850912   -1.3575076   0.93827236  1.7264436
 -0.04961732  0.5253824   0.47266442 -0.69643164 -1.7345666  -0.7092635
  1.2710102   1.0021496   0.92040426  0.16278741 -1.1298589  -0.02887337
  1.318416    1.1207991 ]"
1286,1947,"[ 1.0008663   0.5031984  -1.7788749  -1.2945921   0.88980705  1.757661
  0.00482372  0.5025919   0.49789602 -0.7218294  -1.7785411  -0.69083613
  1.255188    0.9976184   0.85230625  0.21418095 -1.0907612  -0.09668446
  1.2658877   1.093105  ]"
1287,2419,"[ 0.3626788  -0.03836705 -0.9772716  -0.544464    0.2398992   0.9888311
  0.4458326   0.23370826  0.24733484 -0.32472637 -1.0576221   0.09865054
  0.45150685  0.81139475  0.14040773  0.51589483 -0.7125273   0.1575089
  0.34448245  0.73146653]"
1288,1864,"[ 0.6713314   0.32569465 -1.2155186  -0.86841226  0.60089713  1.1481802
  0.05538668  0.38270798  0.37250364 -0.46476796 -1.1905842  -0.41959843
  0.81654197  0.7352592   0.57031274  0.16363573 -0.8308687  -0.04408328
  0.8344523   0.7833645 ]"
1289,2248,"[ 0.68180805  0.22739534 -1.3590933  -0.91260743  0.54225326  1.2760628
  0.24810112  0.3827822   0.34778228 -0.45970276 -1.3185228  -0.22937189
  0.79254127  0.9518946   0.4967582   0.347296   -0.9303836   0.12509716
  0.7684857   0.94215846]"
1290,906,"[ 0.32486922 -0.05951847 -0.8115823  -0.4481688   0.19156922  0.7726441
  0.36259496  0.20881283  0.20614454 -0.29965165 -0.86030805  0.08237907
  0.38538378  0.6322076   0.13802977  0.4267529  -0.6237601   0.12789853
  0.2878206   0.60262704]"
1291,1926,"[ 0.2807149  -0.07626394 -0.66997135 -0.36165896  0.10585163  0.59643495
  0.34286273  0.1502839   0.1520706  -0.20841035 -0.6799383   0.15064304
  0.25652152  0.5585955   0.11284011  0.3782538  -0.54055125  0.2031012
  0.19786981  0.52708423]"
1292,1373,"[ 0.2512946   0.09011442 -0.6268489  -0.3436098   0.24559954  0.5912881
  0.15691276  0.21270147  0.15860915 -0.22677799 -0.5726798  -0.06780192
  0.33543852  0.45420566  0.23003942  0.1657013  -0.44536248  0.05439865
  0.3155898   0.43365037]"
1293,510,"[ 0.6431337   0.13578671 -1.3801769  -0.877811    0.49131587  1.2857252
  0.37104943  0.37860563  0.31048423 -0.4635718  -1.3273317  -0.12783502
  0.7627398   1.0054508   0.4393843   0.473109   -0.98330885  0.18484321
  0.69877297  0.99174976]"
1294,254,"[ 0.00939094 -0.32608616 -0.3139827  -0.03692663 -0.2181274   0.2967853
  0.5217818  -0.01959079  0.07014582 -0.09704205 -0.42588806  0.43065476
 -0.05474833  0.43994293 -0.22609168  0.50404733 -0.35064775  0.22995926
 -0.20032595  0.36460134]"
1295,1818,"[ 0.06160726 -0.22636253 -0.18945365 -0.03353838 -0.18859923  0.1179563
  0.34320903 -0.00822223  0.08397681 -0.02773483 -0.26179028  0.3318413
 -0.10231431  0.32169443 -0.11534054  0.33028692 -0.28845632  0.18175189
 -0.18966982  0.34609106]"
1296,392,"[ 1.0385128   0.6749511  -1.694595   -1.3101026   1.0205764   1.5891238
 -0.2675962   0.562757    0.4932131  -0.7091986  -1.5556668  -0.9176355
  1.3021382   0.76752096  1.0346462  -0.05882897 -1.0334089  -0.20177831
  1.4027226   0.96370876]"
1297,2239,"[ 0.22101595  0.07384973 -0.34165138 -0.23891899  0.10601616  0.29455903
 -0.04449543  0.04845265  0.12749693 -0.1275141  -0.30379727 -0.14164603
  0.20982458  0.12554307  0.2139602  -0.01375929 -0.23879856 -0.04356552
  0.22984186  0.22103062]"
1298,986,"[ 7.0863163e-01  2.8877917e-01 -1.3191932e+00 -9.1602063e-01
  6.0939783e-01  1.2447014e+00  1.0834330e-01  4.0682539e-01
  3.7777552e-01 -5.2868670e-01 -1.3248855e+00 -3.8215142e-01
  8.6568177e-01  8.2221943e-01  5.7060295e-01  2.7587956e-01
 -8.9417052e-01  8.7692263e-04  8.3954966e-01  8.5903269e-01]"
1299,1035,"[ 0.6734735   0.1978993  -1.105987   -0.80457765  0.39760506  1.0460306
  0.06729025  0.20342049  0.32755762 -0.3794629  -1.0976734  -0.26659694
  0.68587565  0.68288434  0.4797625   0.18515897 -0.75383824  0.02867375
  0.70981073  0.7552465 ]"
1300,736,"[ 0.35618585 -0.01252823 -0.6124547  -0.41602314  0.12000434  0.55731183
  0.19569582  0.10448658  0.19873266 -0.2103028  -0.63752204  0.01403741
  0.3026989   0.48206732  0.18141407  0.25714403 -0.49393547  0.11356448
  0.27292067  0.5024402 ]"
1301,37,"[ 0.79264396  0.36490077 -1.441115   -1.0242636   0.6695123   1.3595308
  0.09944084  0.4186014   0.4051057  -0.52964354 -1.4070965  -0.44721353
  0.9483123   0.8835596   0.65034646  0.22350703 -0.9659272  -0.0073379
  0.9589876   0.9732291 ]"
1302,1267,"[ 0.10126006 -0.17950659 -0.45271638 -0.14191493 -0.00527049  0.298488
  0.48035496  0.18309686  0.10254851 -0.0612202  -0.41841784  0.39211357
  0.02415935  0.55222255 -0.02046748  0.44745684 -0.46657455  0.31833002
 -0.07295461  0.5208833 ]"
1303,1738,"[ 0.39265835 -0.01793217 -0.9890794  -0.5488024   0.2654874   0.9026088
  0.41923356  0.27248958  0.22440962 -0.2973949  -0.9572906   0.10591975
  0.45146975  0.80721456  0.20764145  0.45396075 -0.76243496  0.21650808
  0.37172306  0.7594589 ]"
1304,1634,"[ 0.75724137  0.27902406 -1.5169857  -0.9903737   0.6482512   1.416938
  0.20983857  0.42349765  0.36297113 -0.55886227 -1.4344816  -0.31975728
  0.92268217  0.9821682   0.58949953  0.35266113 -0.9955017   0.10967454
  0.8864879   0.96672446]"
1305,1368,"[ 0.44506782  0.12046891 -0.90097404 -0.5799921   0.32096177  0.9207984
  0.16455595  0.19532952  0.26448822 -0.35857216 -0.9382123  -0.17198358
  0.53019744  0.61560076  0.2892353   0.24369444 -0.6054477  -0.002739
  0.49650687  0.5771362 ]"
1306,548,"[ 0.9022461   0.48030213 -1.539154   -1.1488581   0.7697927   1.4322394
 -0.04161166  0.43472075  0.42389145 -0.5617624  -1.437653   -0.59756386
  1.049077    0.861323    0.77199715  0.10833116 -0.9655606  -0.01997798
  1.1097429   0.9678748 ]"
1307,580,"[ 0.7398351   0.23144303 -1.3304491  -0.9429662   0.55798954  1.1763393
  0.189954    0.38470632  0.35064337 -0.4318264  -1.2582502  -0.23840989
  0.781904    0.87829435  0.54880357  0.32514182 -0.9260121   0.14326854
  0.7802344   0.94190806]"
1308,1165,"[ 1.0514704   0.57847357 -1.8367437  -1.3469292   0.92504543  1.7233716
 -0.04250725  0.53915435  0.47800213 -0.681737   -1.7195796  -0.7265944
  1.268752    1.0181731   0.918124    0.13795455 -1.123672   -0.04124167
  1.3310547   1.1194736 ]"
1309,958,"[ 1.4607612   0.9295376  -2.4126937  -1.8212202   1.3418247   2.2895105
 -0.34246865  0.6774906   0.6299304  -0.9670283  -2.2377954  -1.2661425
  1.8235375   1.1062834   1.3742844  -0.04951715 -1.3464625  -0.22501032
  1.9489833   1.3315973 ]"
1310,1211,"[ 0.68758273  0.16983306 -1.3939496  -0.9274593   0.47116062  1.3610017
  0.30317897  0.3076432   0.3311803  -0.48381785 -1.4009901  -0.20936345
  0.82312346  0.96651256  0.4151391   0.44072652 -0.9304655   0.13441172
  0.77796507  0.9310028 ]"
1311,269,"[-0.4441632  -0.6188855   0.6285062   0.6931433  -0.7719557  -0.7526253
  0.5528724  -0.30642718 -0.21293522  0.35221466  0.5244413   0.83767
 -0.80960315 -0.04942373 -0.62959737  0.41718897  0.19878358  0.38503808
 -0.9230942  -0.05636024]"
1312,1895,"[ 0.82995796  0.30052206 -1.4815811  -1.047408    0.6200121   1.4076904
  0.1655375   0.3879492   0.37658453 -0.49085006 -1.4425292  -0.35808897
  0.9150955   0.9634542   0.6139964   0.2953973  -0.9505926   0.09486955
  0.92416275  0.9943466 ]"
1313,829,"[ 0.9147661   0.45354593 -1.5778021  -1.1623733   0.79022574  1.4003282
  0.04285181  0.49448076  0.39906192 -0.52261174 -1.4458779  -0.5272844
  1.0502799   0.9200805   0.7853269   0.17861351 -1.0292332   0.0705172
  1.1009119   1.0322105 ]"
1314,492,"[ 1.446566    1.0424815  -2.2412694  -1.7681067   1.4430363   2.090947
 -0.55535215  0.75559247  0.6853572  -0.9430192  -2.05661    -1.4325387
  1.827478    0.9080733   1.5116259  -0.25903046 -1.283525   -0.38582352
  1.9973016   1.2049805 ]"
1315,741,"[ 0.01363564 -0.2874251  -0.1840482  -0.00835428 -0.26270103  0.15013713
  0.46456087 -0.05202083  0.06766883  0.01849881 -0.30626172  0.41482902
 -0.11931419  0.3518051  -0.18883634  0.41762257 -0.26727775  0.23269266
 -0.21779932  0.33414176]"
1316,2192,"[ 0.42059916  0.13734333 -0.7726529  -0.52400255  0.33675775  0.69512314
  0.12763761  0.25207305  0.25398853 -0.25189105 -0.74651587 -0.11906621
  0.43314227  0.5433586   0.3479034   0.19696036 -0.5584025   0.07071244
  0.42563912  0.5624919 ]"
1317,1441,"[ 0.99359226  0.50843275 -1.5998397  -1.2250309   0.79526895  1.458013
 -0.09096225  0.4414648   0.45758358 -0.59166956 -1.5093039  -0.6525125
  1.1321232   0.85757095  0.8525702   0.08157083 -1.0186851  -0.05901827
  1.1837655   1.0306023 ]"
1318,2350,"[ 0.91366     0.42373943 -1.5756907  -1.130958    0.71724296  1.4641931
  0.04461012  0.43295467  0.41220218 -0.5417982  -1.4816989  -0.49844804
  1.0315222   0.9424606   0.74606794  0.19667412 -1.0061897   0.03989519
  1.0649769   1.0102466 ]"
1319,674,"[ 0.1995107  -0.2173081  -0.74182504 -0.32527798  0.03440955  0.6988037
  0.58690834  0.14998513  0.17320625 -0.23772784 -0.8117593   0.32814124
  0.2323492   0.75828254 -0.02360516  0.6312219  -0.6627628   0.28712338
  0.08792436  0.65631706]"
1320,1903,"[ 0.2463106   0.04863638 -0.645372   -0.36895874  0.22949366  0.63513637
  0.1610583   0.18266234  0.15363768 -0.27967587 -0.63999045 -0.08252547
  0.35443312  0.4258995   0.17572947  0.21031165 -0.45710817  0.01368782
  0.29851127  0.378332  ]"
1321,2068,"[ 0.97363895  0.5081251  -1.730489   -1.2378765   0.85041916  1.6313957
  0.00673027  0.5001714   0.4464976  -0.6481151  -1.6249001  -0.64555407
  1.1692201   0.98826     0.8502443   0.18398377 -1.0858374  -0.04774643
  1.2118536   1.0738829 ]"
1322,844,"[ 0.06710174 -0.08352622 -0.3464685  -0.09226857  0.05242576  0.19405401
  0.32590076  0.19032559  0.12528682 -0.09636597 -0.33655936  0.22193643
  0.03805823  0.35532296  0.05563451  0.3273478  -0.40164164  0.16978595
 -0.0406664   0.40281072]"
1323,1159,"[ 0.34498832 -0.03589156 -0.8324667  -0.49684322  0.18282084  0.85310733
  0.32617444  0.15800792  0.19394827 -0.33023974 -0.900813    0.02233704
  0.4203893   0.6424768   0.14219423  0.38887545 -0.6050615   0.10383952
  0.33335066  0.5696098 ]"
1324,2114,"[ 0.62856567  0.13042605 -1.3034594  -0.8599808   0.46059102  1.2932923
  0.2893106   0.30779403  0.3327218  -0.49389496 -1.350091   -0.19421966
  0.78471106  0.8884576   0.37657169  0.44305477 -0.8869507   0.10635571
  0.69715464  0.85545284]"
1325,1767,"[ 0.8086179   0.38129082 -1.4829264  -1.0385219   0.7280221   1.368783
  0.09217802  0.45317656  0.40570566 -0.5319544  -1.4111323  -0.42633376
  0.96811175  0.9302333   0.6598438   0.24658437 -0.9835142   0.03562714
  0.9705804   0.9589122 ]"
1326,811,"[ 0.15083328 -0.2344185  -0.49317884 -0.18766093 -0.04714597  0.4147013
  0.4815362   0.11387174  0.15750636 -0.07852955 -0.5599781   0.37735876
  0.06207538  0.58735937 -0.0386589   0.50956696 -0.47772118  0.2921565
 -0.04518843  0.5333847 ]"
1327,1978,"[ 6.4832848e-01  7.6091222e-02 -1.3040893e+00 -8.3492291e-01
  3.8200620e-01  1.1374282e+00  4.1176495e-01  3.3169368e-01
  2.7728605e-01 -3.3663681e-01 -1.2327009e+00  7.5646117e-04
  6.5869439e-01  1.0143193e+00  3.8135150e-01  4.9279112e-01
 -9.3404263e-01  3.0928683e-01  6.1366218e-01  9.8979318e-01]"
1328,2462,"[ 1.2726271   0.8763375  -2.0308065  -1.5255594   1.2520626   1.8693938
 -0.42800447  0.662298    0.58948076 -0.7969145  -1.7943462  -1.1774373
  1.5589087   0.88827455  1.305495   -0.2010495  -1.1354096  -0.27454704
  1.732426    1.0895468 ]"
1329,2396,"[ 0.42079347 -0.02119336 -0.96937704 -0.5499529   0.2570476   0.83692217
  0.4476054   0.280703    0.21451989 -0.24486522 -0.9201564   0.17552589
  0.385816    0.85721284  0.20862256  0.49527174 -0.7482007   0.3181249
  0.32718247  0.8094929 ]"
1330,1181,"[ 0.9624759   0.3987632  -1.7292693  -1.2461102   0.6765514   1.6821878
  0.14621867  0.38327685  0.42037502 -0.5874873  -1.7033885  -0.47054213
  1.1107112   1.0786456   0.6989043   0.30285722 -1.0744293   0.06653231
  1.1195282   1.0994945 ]"
1331,2298,"[ 1.309691    0.9017623  -2.0482488  -1.5951716   1.2751559   1.963642
 -0.47875085  0.6564798   0.6440668  -0.8846116  -1.9223174  -1.2825897
  1.642415    0.85103464  1.3437496  -0.19324446 -1.1744388  -0.3664177
  1.7857484   1.0980711 ]"
1332,1577,"[ 0.18785584 -0.20900023 -0.65707225 -0.3088581  -0.02815583  0.701272
  0.51267064  0.07581642  0.1453768  -0.22119787 -0.76595294  0.2784871
  0.19125885  0.6664527  -0.08117101  0.5354692  -0.5451826   0.2153787
  0.07922366  0.5157873 ]"
1333,1202,"[ 0.66770566  0.23111185 -1.2016939  -0.85205996  0.5328827   1.1486835
  0.12719302  0.33722052  0.35671356 -0.4935174  -1.2483283  -0.33278298
  0.7874456   0.7432205   0.50594884  0.26262277 -0.8325867  -0.01119867
  0.755575    0.8189695 ]"
1334,2006,"[ 0.1085792  -0.02011859 -0.24791874 -0.09932557  0.02394542  0.10586248
  0.17071344  0.1156449   0.06128578 -0.05661929 -0.16247271  0.09503643
  0.03351941  0.21017219  0.07558317  0.13848415 -0.29309165  0.13143066
  0.02675853  0.2668689 ]"
1335,14,"[ 0.23344254 -0.14075977 -0.49564835 -0.26291424 -0.03383395  0.4515196
  0.36675775  0.08027037  0.16652316 -0.10420394 -0.5656301   0.27214453
  0.10371737  0.548481    0.00274454  0.36304763 -0.4650974   0.2067715
  0.05323305  0.509082  ]"
1336,309,"[ 0.42769465  0.04695997 -0.8289252  -0.5090595   0.24766372  0.68773603
  0.26042908  0.2456963   0.22860818 -0.23887168 -0.7617118   0.02300133
  0.38044113  0.65875876  0.26644182  0.29840034 -0.65411294  0.17216676
  0.36842582  0.677091  ]"
1337,1077,"[ 0.79994243  0.26475176 -1.3616042  -1.0232946   0.51899946  1.2913522
  0.10781043  0.2788481   0.38983628 -0.49207395 -1.356144   -0.3759344
  0.88797843  0.797326    0.5718097   0.23919675 -0.8925741   0.05478889
  0.89389515  0.9175938 ]"
1338,524,"[ 0.5064577   0.12274248 -0.9231018  -0.62660336  0.3511133   0.855441
  0.15967761  0.24239644  0.28433883 -0.3008     -0.8978987  -0.15030792
  0.5422333   0.62970984  0.38156155  0.21665305 -0.6629566   0.04547029
  0.5219467   0.68535155]"
1339,773,"[ 0.8748276   0.32875198 -1.6867698  -1.1602829   0.6994257   1.6201524
  0.2016233   0.42877603  0.40741348 -0.60400695 -1.6459981  -0.43072534
  1.0644766   1.0650284   0.67979604  0.35981137 -1.1019937   0.07550059
  1.045488    1.089285  ]"
1340,2367,"[ 1.070319    0.6120832  -1.8595002  -1.4068741   1.0246713   1.7838743
 -0.1266221   0.5559408   0.5229933  -0.74359185 -1.7701906  -0.85167915
  1.3604158   0.96003914  0.96713144  0.09863619 -1.1199973  -0.13282241
  1.4108331   1.0906345 ]"
1341,1161,"[ 1.3190479   0.8891462  -2.183115   -1.6403292   1.3107038   2.0481257
 -0.3212853   0.6996546   0.60511947 -0.85716045 -2.008977   -1.175827
  1.6580806   1.0086858   1.309262   -0.07801465 -1.2419275  -0.2441679
  1.7887392   1.2306175 ]"
1342,1478,"[-0.16564637 -0.17111228  0.26314753  0.27489197 -0.24546343 -0.34282273
  0.13839534 -0.07470306 -0.08535015  0.11499438  0.267222    0.2058573
 -0.29253268 -0.12015077 -0.13900551  0.08158375  0.05683111  0.07073969
 -0.31598377 -0.05664407]"
1343,388,"[ 0.48305988  0.05790127 -0.9416176  -0.60716766  0.27425012  0.8720644
  0.24694692  0.21211866  0.2574538  -0.32140085 -0.93327934 -0.0574696
  0.49991754  0.6927164   0.28398022  0.3153013  -0.69552517  0.11377256
  0.44558254  0.7021947 ]"
1344,2346,"[ 0.8343589   0.50233364 -1.5630856  -1.0655087   0.8669591   1.5439097
 -0.04112352  0.5281933   0.43970114 -0.6436219  -1.4894229  -0.6617159
  1.1035075   0.8667908   0.80703884  0.13466728 -0.95241016 -0.13941462
  1.1379889   0.8952858 ]"
1345,1806,"[ 0.27587655 -0.06091404 -0.6974553  -0.37380245  0.14621258  0.61045814
  0.3322855   0.19280657  0.19103009 -0.24545214 -0.6995234   0.11615479
  0.26882294  0.56541455  0.12794688  0.37998787 -0.57131535  0.16502425
  0.21297662  0.5520869 ]"
1346,2127,"[ 0.10323334  0.05595392 -0.20843898 -0.11807205  0.04955263  0.19765158
 -0.01021114  0.04345611  0.0551407  -0.08871426 -0.17622955 -0.07594312
  0.07172181  0.09679306  0.08326876 -0.00149922 -0.14227983 -0.02619396
  0.0889402   0.13184851]"
1347,187,"[ 1.0936078   0.639538   -1.8380184  -1.3730348   0.9820407   1.731958
 -0.15942644  0.5316704   0.50296146 -0.70459306 -1.708476   -0.827005
  1.3213831   0.9444784   0.98518705  0.03428754 -1.087901   -0.12570246
  1.411852    1.064249  ]"
1348,1995,"[ 0.48561862 -0.00427928 -1.1322198  -0.6928871   0.2666304   1.2147892
  0.41086483  0.2169058   0.2778446  -0.42241853 -1.235125   -0.0241317
  0.59291303  0.88322395  0.20612764  0.5109924  -0.7853114   0.11671518
  0.5103769   0.7792847 ]"
1349,1087,"[ 0.8592871   0.437847   -1.5132043  -1.109969    0.7531205   1.4172847
 -0.02320806  0.42884168  0.40588516 -0.6081176  -1.4311099  -0.5935534
  1.0566325   0.8099645   0.74500024  0.1378614  -0.9663685  -0.04727691
  1.0810311   0.9103955 ]"
1350,1561,"[ 1.0915618   0.6720068  -1.7882293  -1.3528259   0.9978643   1.6475343
 -0.23594381  0.5573278   0.5181657  -0.7140498  -1.6461508  -0.8699403
  1.3272637   0.85761946  1.029407    0.00548693 -1.0868988  -0.14639986
  1.4114879   1.0295007 ]"
1351,765,"[ 0.58745295  0.15153575 -1.2669525  -0.8235715   0.4629116   1.3037696
  0.2692006   0.30274156  0.3334901  -0.4841474  -1.3029916  -0.20563012
  0.75693387  0.87166816  0.37620413  0.38367015 -0.83536404  0.03204276
  0.69914275  0.81112593]"
1352,715,"[-0.20967942 -0.30589652  0.20213498  0.31020746 -0.33677506 -0.19191505
  0.2978825  -0.13295949 -0.05393978  0.06214612  0.10445878  0.3452514
 -0.32520124 -0.00607025 -0.27397475  0.24856795  0.04736716  0.10024124
 -0.42593417 -0.02644825]"
1353,559,"[ 1.1223558   0.60270584 -1.8580089  -1.4426997   0.95761406  1.7654445
 -0.09019299  0.513084    0.52409893 -0.6945898  -1.7859445  -0.7919015
  1.3268472   0.98991287  0.98261     0.09312651 -1.1317658  -0.08266407
  1.4064634   1.161252  ]"
1354,1973,"[ 0.26386374 -0.02852047 -0.6183742  -0.33565992  0.12940304  0.5576664
  0.2773329   0.17013323  0.17452101 -0.2164328  -0.63265926  0.08799804
  0.25526473  0.53143364  0.13284971  0.3143841  -0.5269803   0.14094855
  0.20140009  0.5132879 ]"
1355,642,"[ 0.44203934  0.01634873 -1.0726504  -0.6207887   0.36566782  0.92651695
  0.40605253  0.34322172  0.22587426 -0.29490668 -0.9998004   0.09953123
  0.49577227  0.83402     0.27954054  0.47194785 -0.7995023   0.260699
  0.41562894  0.80926293]"
